,neighbourhood_group,room_type,price,Popularity,Reviews,required_nights
4086,Brooklyn,Entire home/apt,99,Very Popular,Less than 50 reviews,Short term rent is available
4087,Manhattan,Entire home/apt,220,Very Popular,Less than 10 reviews,At least a week should be reserved
4088,Manhattan,Entire home/apt,250,Very Popular,Less than 10 reviews,Short term rent is available
4089,Manhattan,Entire home/apt,103,Affordable,Less than 50 reviews,At least more than a month should be reserved
4090,Manhattan,Entire home/apt,108,Affordable,Less than 10 reviews,At least more than a month should be reserved
4091,Manhattan,Private room,75,Very Affordable,Less than 10 reviews,Short term rent is available
4092,Brooklyn,Entire home/apt,78,Very Popular,Less than 50 reviews,Short term rent is available
4093,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
4094,Brooklyn,Entire home/apt,152,Very Popular,Less than 10 reviews,Short term rent is available
4095,Manhattan,Entire home/apt,150,Very Popular,Less than 50 reviews,Short term rent is available
4096,Manhattan,Entire home/apt,320,Very Affordable,Less than 300 reviews,Short term rent is available
4097,Brooklyn,Entire home/apt,220,Very Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
4098,Brooklyn,Entire home/apt,99,Very Affordable,Less than 300 reviews,Short term rent is available
4099,Manhattan,Entire home/apt,950,Popular,Less than 50 reviews,Short term rent is available
4100,Manhattan,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
4101,Manhattan,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
4102,Brooklyn,Entire home/apt,199,Popular,Less than 10 reviews,Short term rent is available
4103,Manhattan,Private room,100,Very Popular,Less than 300 reviews,Short term rent is available
4104,Brooklyn,Private room,75,Very Popular,Less than 150 reviews,Short term rent is available
4105,Manhattan,Entire home/apt,84,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
4106,Brooklyn,Entire home/apt,100,Very Popular,Less than 10 reviews,At least a week should be reserved
4107,Brooklyn,Private room,75,Very Affordable,Less than 150 reviews,Short term rent is available
4108,Brooklyn,Private room,93,Very Affordable,Less than 150 reviews,Short term rent is available
4109,Brooklyn,Entire home/apt,140,Very Affordable,Less than 150 reviews,Short term rent is available
4110,Brooklyn,Entire home/apt,200,Very Popular,Less than 50 reviews,At least more than a month should be reserved
4111,Brooklyn,Entire home/apt,200,Affordable,Less than 10 reviews,Short term rent is available
4112,Brooklyn,Entire home/apt,200,Very Popular,Less than 50 reviews,Short term rent is available
4113,Queens,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
4114,Manhattan,Private room,100,Normal,Less than 150 reviews,Sublet only
4115,Manhattan,Entire home/apt,120,Affordable,Less than 150 reviews,At least a week should be reserved
4116,Brooklyn,Entire home/apt,109,Very Popular,Less than 10 reviews,Short term rent is available
4117,Brooklyn,Private room,126,Normal,Less than 50 reviews,Short term rent is available
4118,Manhattan,Private room,50,Very Affordable,Less than 10 reviews,Short term rent is available
4119,Manhattan,Entire home/apt,325,Very Popular,Less than 10 reviews,Short term rent is available
4120,Brooklyn,Entire home/apt,135,Very Popular,Less than 10 reviews,Short term rent is available
4121,Queens,Entire home/apt,52,Very Popular,Less than 10 reviews,Short term rent is available
4122,Manhattan,Entire home/apt,124,Popular,Less than 50 reviews,At least more than 2 weeks should be reserved
4123,Queens,Private room,59,Affordable,Less than 50 reviews,Short term rent is available
4124,Manhattan,Entire home/apt,215,Very Popular,Less than 10 reviews,Short term rent is available
4125,Manhattan,Private room,240,Normal,Less than 10 reviews,Short term rent is available
4126,Manhattan,Private room,150,Popular,Less than 10 reviews,Short term rent is available
4127,Brooklyn,Private room,83,Very Popular,Less than 10 reviews,Short term rent is available
4128,Manhattan,Entire home/apt,160,Very Popular,Less than 10 reviews,Short term rent is available
4129,Manhattan,Shared room,200,Affordable,Less than 10 reviews,Short term rent is available
4130,Brooklyn,Entire home/apt,50,Very Popular,Less than 10 reviews,At least a week should be reserved
4131,Manhattan,Entire home/apt,87,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
4132,Manhattan,Entire home/apt,250,Very Popular,Less than 50 reviews,Short term rent is available
4133,Brooklyn,Entire home/apt,162,Very Affordable,Less than 150 reviews,Short term rent is available
4134,Manhattan,Private room,147,Very Popular,Less than 50 reviews,Short term rent is available
4135,Brooklyn,Entire home/apt,149,Very Affordable,Less than 300 reviews,Short term rent is available
4136,Brooklyn,Entire home/apt,65,Very Popular,Less than 10 reviews,Short term rent is available
4137,Brooklyn,Entire home/apt,250,Very Popular,Less than 10 reviews,Short term rent is available
4138,Brooklyn,Private room,160,Very Affordable,Less than 300 reviews,Short term rent is available
4139,Manhattan,Entire home/apt,150,Very Popular,Less than 50 reviews,Short term rent is available
4140,Brooklyn,Private room,64,Very Affordable,Less than 50 reviews,Short term rent is available
4141,Brooklyn,Private room,33,Very Popular,Less than 300 reviews,Short term rent is available
4142,Manhattan,Private room,500,Very Affordable,Less than 10 reviews,Short term rent is available
4143,Brooklyn,Entire home/apt,150,Very Popular,Less than 150 reviews,Short term rent is available
4144,Manhattan,Private room,110,Very Popular,Less than 10 reviews,At least a week should be reserved
4145,Brooklyn,Entire home/apt,145,Very Affordable,Less than 150 reviews,Short term rent is available
4146,Brooklyn,Private room,95,Very Popular,Less than 50 reviews,Short term rent is available
4147,Brooklyn,Entire home/apt,185,Very Popular,Less than 150 reviews,Short term rent is available
4148,Brooklyn,Entire home/apt,500,Very Affordable,Less than 50 reviews,Short term rent is available
4149,Manhattan,Entire home/apt,115,Very Popular,Less than 10 reviews,Short term rent is available
4150,Staten Island,Entire home/apt,195,Affordable,Less than 150 reviews,Short term rent is available
4151,Brooklyn,Entire home/apt,105,Very Affordable,Less than 10 reviews,At least more than 2 weeks should be reserved
4152,Brooklyn,Entire home/apt,67,Very Popular,Less than 50 reviews,At least more than a month should be reserved
4153,Brooklyn,Entire home/apt,75,Very Popular,Less than 10 reviews,Short term rent is available
4154,Manhattan,Private room,100,Very Popular,Less than 10 reviews,Short term rent is available
4155,Brooklyn,Entire home/apt,125,Affordable,Less than 150 reviews,At least a week should be reserved
4156,Brooklyn,Entire home/apt,350,Very Popular,Less than 10 reviews,Short term rent is available
4157,Brooklyn,Entire home/apt,150,Very Popular,Less than 50 reviews,Short term rent is available
4158,Queens,Entire home/apt,200,Affordable,Less than 50 reviews,Short term rent is available
4159,Brooklyn,Entire home/apt,270,Very Popular,Less than 10 reviews,Short term rent is available
4160,Brooklyn,Entire home/apt,184,Very Popular,Less than 50 reviews,Short term rent is available
4161,Brooklyn,Entire home/apt,275,Popular,Less than 50 reviews,Short term rent is available
4162,Manhattan,Entire home/apt,171,Very Popular,Less than 10 reviews,Short term rent is available
4163,Manhattan,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
4164,Brooklyn,Entire home/apt,165,Very Popular,Less than 10 reviews,Short term rent is available
4165,Brooklyn,Private room,85,Very Affordable,Less than 50 reviews,Short term rent is available
4166,Brooklyn,Entire home/apt,170,Popular,Less than 50 reviews,At least a week should be reserved
4167,Brooklyn,Private room,70,Normal,Less than 150 reviews,Short term rent is available
4168,Brooklyn,Private room,125,Very Popular,Less than 50 reviews,Short term rent is available
4169,Manhattan,Entire home/apt,275,Very Affordable,Less than 150 reviews,Short term rent is available
4170,Brooklyn,Private room,120,Affordable,Less than 10 reviews,Short term rent is available
4171,Brooklyn,Entire home/apt,225,Very Popular,Less than 10 reviews,Short term rent is available
4172,Queens,Entire home/apt,119,Very Affordable,Less than 300 reviews,Short term rent is available
4173,Manhattan,Entire home/apt,175,Very Popular,Less than 10 reviews,Short term rent is available
4174,Brooklyn,Entire home/apt,155,Very Affordable,Less than 50 reviews,Short term rent is available
4175,Manhattan,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
4176,Manhattan,Private room,70,Affordable,Less than 50 reviews,Short term rent is available
4177,Bronx,Entire home/apt,95,Very Affordable,Less than 150 reviews,Short term rent is available
4178,Brooklyn,Entire home/apt,450,Very Popular,Less than 50 reviews,Short term rent is available
4179,Brooklyn,Entire home/apt,215,Normal,Less than 50 reviews,Short term rent is available
4180,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
4181,Bronx,Private room,75,Very Affordable,Less than 50 reviews,Short term rent is available
4182,Brooklyn,Private room,99,Very Popular,Less than 50 reviews,Short term rent is available
4183,Brooklyn,Entire home/apt,300,Very Affordable,Less than 150 reviews,Short term rent is available
4184,Manhattan,Entire home/apt,175,Very Affordable,Less than 150 reviews,Short term rent is available
4185,Manhattan,Entire home/apt,195,Very Popular,Less than 10 reviews,Short term rent is available
4186,Queens,Private room,50,Normal,Less than 10 reviews,At least a week should be reserved
4187,Manhattan,Entire home/apt,175,Very Popular,Less than 10 reviews,Short term rent is available
4188,Brooklyn,Entire home/apt,120,Popular,Less than 300 reviews,Short term rent is available
4189,Brooklyn,Private room,54,Very Popular,Less than 50 reviews,At least a week should be reserved
4190,Manhattan,Entire home/apt,345,Very Affordable,Less than 150 reviews,Short term rent is available
4191,Brooklyn,Entire home/apt,225,Very Affordable,Less than 150 reviews,Short term rent is available
4192,Brooklyn,Entire home/apt,151,Popular,Less than 50 reviews,At least more than 2 weeks should be reserved
4193,Brooklyn,Entire home/apt,110,Affordable,Less than 300 reviews,Short term rent is available
4194,Manhattan,Entire home/apt,280,Very Popular,Less than 50 reviews,Short term rent is available
4195,Brooklyn,Private room,99,Normal,Less than 150 reviews,Short term rent is available
4196,Brooklyn,Entire home/apt,350,Very Popular,Less than 10 reviews,Short term rent is available
4197,Manhattan,Entire home/apt,120,Affordable,Less than 300 reviews,Short term rent is available
4198,Manhattan,Private room,89,Affordable,Less than 300 reviews,Short term rent is available
4199,Brooklyn,Private room,120,Very Affordable,Less than 10 reviews,Short term rent is available
4200,Manhattan,Private room,85,Popular,Less than 150 reviews,Short term rent is available
4201,Manhattan,Entire home/apt,220,Very Popular,Less than 150 reviews,Short term rent is available
4202,Manhattan,Private room,125,Very Affordable,Less than 50 reviews,At least a week should be reserved
4203,Manhattan,Entire home/apt,189,Very Popular,Less than 10 reviews,Short term rent is available
4204,Manhattan,Private room,81,Very Popular,Less than 10 reviews,Short term rent is available
4205,Manhattan,Shared room,45,Very Popular,Less than 150 reviews,Short term rent is available
4206,Manhattan,Private room,62,Popular,Less than 50 reviews,Short term rent is available
4207,Brooklyn,Entire home/apt,330,Very Affordable,Less than 150 reviews,Short term rent is available
4208,Manhattan,Private room,80,Very Popular,Less than 50 reviews,Short term rent is available
